Textbox8,tbToday
Instrument Table (Website),Report Generated: 9/29/2012

Textbox14


Count
"Total Active, Retired, Draft, Rejected Risks: 0"

Array,SubsiteID,Subsite,NodeType,Class,ClassAlternateName,ClassDescription,DataProducts,Relative_Depths__m_
CP,CP05MOAS,Pioneer Mobile Assets,GL (Gliders),FLORT,3-Wavelength Fluorometer,"3-Wavelength Fluorometer for measurement of fluorescence, Chl-a, CDOM, optical backscatter",Fluorometric CDOM Concentration; Fluorometric Chlorophyll-a Concentration; Optical Backscatter (Red Wavelengths) ,Sea surface to near seafloor or <= 1000 
CP,CP05MOAS,Pioneer Mobile Assets,GL (Gliders),PARAD,Photosynthetically Available Radiation,Measures optical attenuation and absorption at 400-700nm wavelengths,Photosynthetically Active Radiation (PAR),Sea surface to near seafloor or <= 1000 
GA,GA01SUMO,Argentine Basin Surface Mooring,RI (Mooring Riser),ADCPS,Velocity Profiler (long range),ADCPs capable of measuring 500 m or greater from the instrument,Echo Intensity; Velocity Profile ,Mounted at 15 measures down to 615 
GA,GA01SUMO,Argentine Basin Surface Mooring,RI (Mooring Riser),CTDBP,CTD Pumped,CTDs equiped with a bottom pump,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,15 below sea surface 
GA,GA01SUMO,Argentine Basin Surface Mooring,RI (Mooring Riser),CTDMO,CTD Mooring (Inductive),CTDs to be used in surface and subsurface moorings,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,90 below sea surface; 750 below sea surface; 60 below sea surface; 500 below sea surface; 40 below sea surface; 350 below sea surface; 250 below sea surface; 20 below sea surface; 180 below sea surface; 1500 below sea surface; 130 below sea surface; 1000 below sea surface
GA,GA01SUMO,Argentine Basin Surface Mooring,RI (Mooring Riser),FLORD,2-Wavelength Fluorometer,"2-Wavelength Fluorometer for measurement of fluorescence, Chl-a, optical backscatter",Fluorometric Chlorophyll-a Concentration; Optical Backscatter (Red Wavelengths) ,15 below sea surface 
GA,GA01SUMO,Argentine Basin Surface Mooring,RI (Mooring Riser),PHSEN,Seawater pH,pH,PHSEN Thermistor Temperature; Optical Absorbance Signal Intensity at 434nm; Optical Absorbance Signal Intensity at 578nm; pH,20 below sea surface; 100 below sea surface 
GA,GA01SUMO,Argentine Basin Surface Mooring,RI (Mooring Riser),VELPT,Single Point Velocity Meter,Measures Mean U and V single point velocity,Mean Point Water Velocity,15 below sea surface 
GA,GA01SUMO,Argentine Basin Surface Mooring,SB (Surface Buoy),FDCHP,Direct Covariance Flux (High Power),Measures vertical fluxes associated with eddies in the flow over the ocean,Direct Covariance Flux of Heat; Direct Covariance Flux of Momentum; Direct Covariance Flux of Moisture; Turbulent Humidity Fluctuation; Platform Direction and Tilt (3 axes); Relative Humidity; Turbulent Air Temperature; Wind Velocity in 3 Dimensions,~3 above sea surface 
GA,GA01SUMO,Argentine Basin Surface Mooring,SB (Surface Buoy),METBK,Bulk Meteorology Instrument Package,"Measures surface meteorology and provides the data required to compute air-sea fluxes of heat, freshwater, and momentum",Barometric Pressure; Sea Surface Conductivity; Downwelling Longwave Irradiance; Precipitation; Relative Humidity; Downwelling Shortwave Irradiance ; Specific Humidity; Air Temperature; Sea Surface Temperature; Mean Wind Velocity ,~3 above sea surface 
GA,GA01SUMO,Argentine Basin Surface Mooring,SB (Surface Buoy),PCO2A,pCO2 Air-Sea,Measures partial pressure of CO2 at the air-sea interface,Flux of CO2 from the Ocean into the Atmosphere; Partial Pressure of CO2 in Atmosphere; Partial Pressure of CO2 in Surface Sea Water; PCO2A Gas Stream Pressure; CO2 Mole Fraction in Atmosphere; CO2 Mole Fraction in Surface Sea Water ,Sea Surface 
GA,GA01SUMO,Argentine Basin Surface Mooring,SB (Surface Buoy),WAVSS,Surface Wave Spectra,"Non-directional and directional wave characteristics, SurfaceWave Spectra",Wave Spectral Properties,Sea Surface 
GA,GA02HYPM,Argentine Basin Hybrid Profiler,MP (Mid-Water Platform),ZPLSG,Bio-acoustic Sonar (Global),Measures acoustic signal of plankton and zooplankton on global arrays,Multi-Frequency Acoustic Backscatter,Mounted at 150 measures up to surface 
GA,GA02HYPM,Argentine Basin Hybrid Profiler,SP (Surface-Piercing Profiler),CTDPF,CTD Profiler,CTDs to be mounted on a profiler,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,Sea Surface to 150 
GA,GA02HYPM,Argentine Basin Hybrid Profiler,SP (Surface-Piercing Profiler),DOSTA,Dissolved Oxygen Stable Response,"Measures dissolved oxygen concentrations on mobile assets, deep profilers, and moorings",Oxygen Concentration from Fastrep DO Instrument,Sea Surface to 150 
GA,GA02HYPM,Argentine Basin Hybrid Profiler,SP (Surface-Piercing Profiler),FLORD,2-Wavelength Fluorometer,"2-Wavelength Fluorometer for measurement of fluorescence, Chl-a, optical backscatter",Fluorometric Chlorophyll-a Concentration; Optical Backscatter (Red Wavelengths) ,Sea Surface to 150 
GA,GA02HYPM,Argentine Basin Hybrid Profiler,SP (Surface-Piercing Profiler),NUTNR,Nitrate,Optical Nitrate measurements (fast response and appropriate for profilers),Nitrate Concentation,Sea Surface to 150 
GA,GA02HYPM,Argentine Basin Hybrid Profiler,SP (Surface-Piercing Profiler),OPTAA,Absorption Spectrophotometer,Measures optical attenuation and absorption,Optical Absorption Coefficient; Optical Beam Attenuation Coefficient; Reference Beam Attenuation; Signal Beam Attenuation; Temperature from OPTAA,Sea Surface to 150 
GA,GA02HYPM,Argentine Basin Hybrid Profiler,SP (Surface-Piercing Profiler),PCO2W,pCO2 Water,Measures partial pressure of CO2 in the water column,Optical Absorbance Ratio at 434nm; Optical Absorbance Ratio at 620nm; PCO2W Thermistor Temperature; Patial Pressure of CO2 in Water,Sea Surface to 150 
GA,GA02HYPM,Argentine Basin Hybrid Profiler,SP (Surface-Piercing Profiler),SPKIR,Spectral Irradiance,Measures downwelling spectral irradiance,Diffuse Attenuation Coefficient; Downwelling Spectral Irradiance,Sea Surface to 150 
GA,GA02HYPM,Argentine Basin Hybrid Profiler,WF (Wire-Following Profiler),CTDPF,CTD Profiler,CTDs to be mounted on a profiler,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,~240 below sea surface to 4400 
GA,GA02HYPM,Argentine Basin Hybrid Profiler,WF (Wire-Following Profiler),DOSTA,Dissolved Oxygen Stable Response,"Measures dissolved oxygen concentrations on mobile assets, deep profilers, and moorings",Oxygen Concentration from Fastrep DO Instrument,~240 below sea surface to 4400 
GA,GA02HYPM,Argentine Basin Hybrid Profiler,WF (Wire-Following Profiler),FLORD,2-Wavelength Fluorometer,"2-Wavelength Fluorometer for measurement of fluorescence, Chl-a, optical backscatter",Fluorometric Chlorophyll-a Concentration; Optical Backscatter (Red Wavelengths) ,~240 below sea surface to 4400 
GA,GA02HYPM,Argentine Basin Hybrid Profiler,WF (Wire-Following Profiler),VEL3D,3-D Single Point Velocity Meter,"3-D single point velocity, fast enough to measure fluctuating velocity in u,v,w (u',v',w') or platform motion on moving profilers",Turbulent Point Water Velocity,~240 below sea surface to 4400 
GA,GA03FLMA,Argentine Basin Mesoscale Flanking Mooring A,RI (Mooring Riser),ADCPS,Velocity Profiler (long range),ADCPs capable of measuring 500 m or greater from the instrument,Echo Intensity; Velocity Profile ,Mounted at 500 measure to surface 
GA,GA03FLMA,Argentine Basin Mesoscale Flanking Mooring A,RI (Mooring Riser),CTDMO,CTD Mooring (Inductive),CTDs to be used in surface and subsurface moorings,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,90 below sea surface; 750 below sea surface; 60 below sea surface; 500 below sea surface; 40 below sea surface; 350 below sea surface; 30 below sea surface; 250 below sea surface; 180 below sea surface; 1500 below sea surface; 130 below sea surface; 1000 below sea surface
GA,GA03FLMA,Argentine Basin Mesoscale Flanking Mooring A,RI (Mooring Riser),DOSTA,Dissolved Oxygen Stable Response,"Measures dissolved oxygen concentrations on mobile assets, deep profilers, and moorings",Oxygen Concentration from Fastrep DO Instrument,40 below sea surface 
GA,GA03FLMA,Argentine Basin Mesoscale Flanking Mooring A,RI (Mooring Riser),FLORD,2-Wavelength Fluorometer,"2-Wavelength Fluorometer for measurement of fluorescence, Chl-a, optical backscatter",Fluorometric Chlorophyll-a Concentration; Optical Backscatter (Red Wavelengths) ,40 below sea surface 
GA,GA03FLMA,Argentine Basin Mesoscale Flanking Mooring A,RI (Mooring Riser),PHSEN,Seawater pH,pH,PHSEN Thermistor Temperature; Optical Absorbance Signal Intensity at 434nm; Optical Absorbance Signal Intensity at 578nm; pH,40 below sea surface 
GA,GA03FLMB,Argentine Basin Mesoscale Flanking Mooring B,RI (Mooring Riser),ADCPS,Velocity Profiler (long range),ADCPs capable of measuring 500 m or greater from the instrument,Echo Intensity; Velocity Profile ,Mounted at 500 measures to surface 
GA,GA03FLMB,Argentine Basin Mesoscale Flanking Mooring B,RI (Mooring Riser),CTDMO,CTD Mooring (Inductive),CTDs to be used in surface and subsurface moorings,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,90 below sea surface; 750 below sea surface; 60 below sea surface; 500 below sea surface; 40 below sea surface; 350 below sea surface; 30 below sea surface; 250 below sea surface; 180 below sea surface; 1500 below sea surface; 130 below sea surface; 1000 below sea surface
GA,GA03FLMB,Argentine Basin Mesoscale Flanking Mooring B,RI (Mooring Riser),DOSTA,Dissolved Oxygen Stable Response,"Measures dissolved oxygen concentrations on mobile assets, deep profilers, and moorings",Oxygen Concentration from Fastrep DO Instrument,40 below sea surface 
GA,GA03FLMB,Argentine Basin Mesoscale Flanking Mooring B,RI (Mooring Riser),FLORD,2-Wavelength Fluorometer,"2-Wavelength Fluorometer for measurement of fluorescence, Chl-a, optical backscatter",Fluorometric Chlorophyll-a Concentration; Optical Backscatter (Red Wavelengths) ,40 below sea surface 
GA,GA03FLMB,Argentine Basin Mesoscale Flanking Mooring B,RI (Mooring Riser),PHSEN,Seawater pH,pH,PHSEN Thermistor Temperature; Optical Absorbance Signal Intensity at 434nm; Optical Absorbance Signal Intensity at 578nm; pH,40 below sea surface 
GA,GA05MOAS,Argentine Basin Mobile Assets,GL (Gliders),CTDGV,CTD Glider,CTDs to be mounted on gliders,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,Sea surface to 1000 
GA,GA05MOAS,Argentine Basin Mobile Assets,GL (Gliders),DOSTA,Dissolved Oxygen Stable Response,"Measures dissolved oxygen concentrations on mobile assets, deep profilers, and moorings",Oxygen Concentration from Fastrep DO Instrument,Sea surface to 1000 
GA,GA05MOAS,Argentine Basin Mobile Assets,GL (Gliders),FLORD,2-Wavelength Fluorometer,"2-Wavelength Fluorometer for measurement of fluorescence, Chl-a, optical backscatter",Fluorometric Chlorophyll-a Concentration; Optical Backscatter (Red Wavelengths) ,Sea surface to 1000 
GI,GI01SUMO,Irminger Sea Surface Mooring,RI (Mooring Riser),ADCPS,Velocity Profiler (long range),ADCPs capable of measuring 500 m or greater from the instrument,Echo Intensity; Velocity Profile ,Mounted at 15 measures down to 615 
GI,GI01SUMO,Irminger Sea Surface Mooring,RI (Mooring Riser),CTDBP,CTD Pumped,CTDs equiped with a bottom pump,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,15 below sea surface 
GI,GI01SUMO,Irminger Sea Surface Mooring,RI (Mooring Riser),CTDMO,CTD Mooring (Inductive),CTDs to be used in surface and subsurface moorings,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,90 below sea surface; 750 below sea surface; 60 below sea surface; 500 below sea surface; 40 below sea surface; 350 below sea surface; 250 below sea surface; 20 below sea surface; 180 below sea surface; 1500 below sea surface; 130 below sea surface; 1000 below sea surface
GI,GI01SUMO,Irminger Sea Surface Mooring,RI (Mooring Riser),FLORD,2-Wavelength Fluorometer,"2-Wavelength Fluorometer for measurement of fluorescence, Chl-a, optical backscatter",Fluorometric Chlorophyll-a Concentration; Optical Backscatter (Red Wavelengths) ,15 below sea surface 
GI,GI01SUMO,Irminger Sea Surface Mooring,RI (Mooring Riser),PHSEN,Seawater pH,pH,PHSEN Thermistor Temperature; Optical Absorbance Signal Intensity at 434nm; Optical Absorbance Signal Intensity at 578nm; pH,20 below sea surface; 100 below sea surface 
GI,GI01SUMO,Irminger Sea Surface Mooring,RI (Mooring Riser),VELPT,Single Point Velocity Meter,Measures Mean U and V single point velocity,Mean Point Water Velocity,15 below sea surface 
GI,GI01SUMO,Irminger Sea Surface Mooring,SB (Surface Buoy),FDCHP,Direct Covariance Flux (High Power),Measures vertical fluxes associated with eddies in the flow over the ocean,Direct Covariance Flux of Heat; Direct Covariance Flux of Momentum; Direct Covariance Flux of Moisture; Turbulent Humidity Fluctuation; Platform Direction and Tilt (3 axes); Relative Humidity; Turbulent Air Temperature; Wind Velocity in 3 Dimensions,~3 above sea surface 
GI,GI01SUMO,Irminger Sea Surface Mooring,SB (Surface Buoy),METBK,Bulk Meteorology Instrument Package,"Measures surface meteorology and provides the data required to compute air-sea fluxes of heat, freshwater, and momentum",Barometric Pressure; Sea Surface Conductivity; Downwelling Longwave Irradiance; Precipitation; Relative Humidity; Downwelling Shortwave Irradiance ; Specific Humidity; Air Temperature; Sea Surface Temperature; Mean Wind Velocity ,~3 above sea surface 
GI,GI01SUMO,Irminger Sea Surface Mooring,SB (Surface Buoy),PCO2A,pCO2 Air-Sea,Measures partial pressure of CO2 at the air-sea interface,Flux of CO2 from the Ocean into the Atmosphere; Partial Pressure of CO2 in Atmosphere; Partial Pressure of CO2 in Surface Sea Water; PCO2A Gas Stream Pressure; CO2 Mole Fraction in Atmosphere; CO2 Mole Fraction in Surface Sea Water ,Sea Surface 
GI,GI01SUMO,Irminger Sea Surface Mooring,SB (Surface Buoy),WAVSS,Surface Wave Spectra,"Non-directional and directional wave characteristics, SurfaceWave Spectra",Wave Spectral Properties,Sea Surface 
GI,GI02HYPM,Irminger Sea Hybrid Profiler,MP (Mid-Water Platform),ZPLSG,Bio-acoustic Sonar (Global),Measures acoustic signal of plankton and zooplankton on global arrays,Multi-Frequency Acoustic Backscatter,Mounted at 150 measures up to surface 
GI,GI02HYPM,Irminger Sea Hybrid Profiler,SP (Surface-Piercing Profiler),CTDPF,CTD Profiler,CTDs to be mounted on a profiler,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,Sea Surface to 150 
GI,GI02HYPM,Irminger Sea Hybrid Profiler,SP (Surface-Piercing Profiler),DOSTA,Dissolved Oxygen Stable Response,"Measures dissolved oxygen concentrations on mobile assets, deep profilers, and moorings",Oxygen Concentration from Fastrep DO Instrument,Sea Surface to 150 
GI,GI02HYPM,Irminger Sea Hybrid Profiler,SP (Surface-Piercing Profiler),FLORD,2-Wavelength Fluorometer,"2-Wavelength Fluorometer for measurement of fluorescence, Chl-a, optical backscatter",Fluorometric Chlorophyll-a Concentration; Optical Backscatter (Red Wavelengths) ,Sea Surface to 150 
GI,GI02HYPM,Irminger Sea Hybrid Profiler,SP (Surface-Piercing Profiler),NUTNR,Nitrate,Optical Nitrate measurements (fast response and appropriate for profilers),Nitrate Concentation,Sea Surface to 150 
GI,GI02HYPM,Irminger Sea Hybrid Profiler,SP (Surface-Piercing Profiler),OPTAA,Absorption Spectrophotometer,Measures optical attenuation and absorption,Optical Absorption Coefficient; Optical Beam Attenuation Coefficient; Reference Beam Attenuation; Signal Beam Attenuation; Temperature from OPTAA,Sea Surface to 150 
GI,GI02HYPM,Irminger Sea Hybrid Profiler,SP (Surface-Piercing Profiler),PCO2W,pCO2 Water,Measures partial pressure of CO2 in the water column,Optical Absorbance Ratio at 434nm; Optical Absorbance Ratio at 620nm; PCO2W Thermistor Temperature; Patial Pressure of CO2 in Water,Sea Surface to 150 
GI,GI02HYPM,Irminger Sea Hybrid Profiler,SP (Surface-Piercing Profiler),SPKIR,Spectral Irradiance,Measures downwelling spectral irradiance,Diffuse Attenuation Coefficient; Downwelling Spectral Irradiance,Sea Surface to 150 
GI,GI02HYPM,Irminger Sea Hybrid Profiler,WF (Wire-Following Profiler),CTDPF,CTD Profiler,CTDs to be mounted on a profiler,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,~240 below sea surface to 2400 
GI,GI02HYPM,Irminger Sea Hybrid Profiler,WF (Wire-Following Profiler),DOSTA,Dissolved Oxygen Stable Response,"Measures dissolved oxygen concentrations on mobile assets, deep profilers, and moorings",Oxygen Concentration from Fastrep DO Instrument,~240 below sea surface to 2400 
GI,GI02HYPM,Irminger Sea Hybrid Profiler,WF (Wire-Following Profiler),FLORD,2-Wavelength Fluorometer,"2-Wavelength Fluorometer for measurement of fluorescence, Chl-a, optical backscatter",Fluorometric Chlorophyll-a Concentration; Optical Backscatter (Red Wavelengths) ,~240 below sea surface to 2400 
GI,GI02HYPM,Irminger Sea Hybrid Profiler,WF (Wire-Following Profiler),VEL3D,3-D Single Point Velocity Meter,"3-D single point velocity, fast enough to measure fluctuating velocity in u,v,w (u',v',w') or platform motion on moving profilers",Turbulent Point Water Velocity,~240 below sea surface to 2400 
GI,GI03FLMA,Irminger Sea Mesoscale Flanking Mooring A,RI (Mooring Riser),ADCPS,Velocity Profiler (long range),ADCPs capable of measuring 500 m or greater from the instrument,Echo Intensity; Velocity Profile ,Mounted at 500 measures to surface 
GI,GI03FLMA,Irminger Sea Mesoscale Flanking Mooring A,RI (Mooring Riser),CTDMO,CTD Mooring (Inductive),CTDs to be used in surface and subsurface moorings,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,90 below sea surface; 750 below sea surface; 60 below sea surface; 500 below sea surface; 40 below sea surface; 350 below sea surface; 30 below sea surface; 250 below sea surface; 180 below sea surface; 1500 below sea surface; 130 below sea surface; 1000 below sea surface
GI,GI03FLMA,Irminger Sea Mesoscale Flanking Mooring A,RI (Mooring Riser),DOSTA,Dissolved Oxygen Stable Response,"Measures dissolved oxygen concentrations on mobile assets, deep profilers, and moorings",Oxygen Concentration from Fastrep DO Instrument,40 below sea surface 
GI,GI03FLMA,Irminger Sea Mesoscale Flanking Mooring A,RI (Mooring Riser),FLORD,2-Wavelength Fluorometer,"2-Wavelength Fluorometer for measurement of fluorescence, Chl-a, optical backscatter",Fluorometric Chlorophyll-a Concentration; Optical Backscatter (Red Wavelengths) ,40 below sea surface 
GI,GI03FLMA,Irminger Sea Mesoscale Flanking Mooring A,RI (Mooring Riser),PHSEN,Seawater pH,pH,PHSEN Thermistor Temperature; Optical Absorbance Signal Intensity at 434nm; Optical Absorbance Signal Intensity at 578nm; pH,40 below sea surface 
GI,GI03FLMB,Irminger Sea Mesoscale Flanking Mooring B,RI (Mooring Riser),ADCPS,Velocity Profiler (long range),ADCPs capable of measuring 500 m or greater from the instrument,Echo Intensity; Velocity Profile ,Mounted at 500 measures to surface 
GI,GI03FLMB,Irminger Sea Mesoscale Flanking Mooring B,RI (Mooring Riser),CTDMO,CTD Mooring (Inductive),CTDs to be used in surface and subsurface moorings,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,90 below sea surface; 750 below sea surface; 60 below sea surface; 500 below sea surface; 40 below sea surface; 350 below sea surface; 30 below sea surface; 250 below sea surface; 180 below sea surface; 1500 below sea surface; 130 below sea surface; 1000 below sea surface
GI,GI03FLMB,Irminger Sea Mesoscale Flanking Mooring B,RI (Mooring Riser),DOSTA,Dissolved Oxygen Stable Response,"Measures dissolved oxygen concentrations on mobile assets, deep profilers, and moorings",Oxygen Concentration from Fastrep DO Instrument,40 below sea surface 
GI,GI03FLMB,Irminger Sea Mesoscale Flanking Mooring B,RI (Mooring Riser),FLORD,2-Wavelength Fluorometer,"2-Wavelength Fluorometer for measurement of fluorescence, Chl-a, optical backscatter",Fluorometric Chlorophyll-a Concentration; Optical Backscatter (Red Wavelengths) ,40 below sea surface 
GI,GI03FLMB,Irminger Sea Mesoscale Flanking Mooring B,RI (Mooring Riser),PHSEN,Seawater pH,pH,PHSEN Thermistor Temperature; Optical Absorbance Signal Intensity at 434nm; Optical Absorbance Signal Intensity at 578nm; pH,40 below sea surface 
GI,GI05MOAS,Irminger Sea Mobile Assets,GL (Gliders),CTDGV,CTD Glider,CTDs to be mounted on gliders,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,Sea surface to 1000 
GI,GI05MOAS,Irminger Sea Mobile Assets,GL (Gliders),DOSTA,Dissolved Oxygen Stable Response,"Measures dissolved oxygen concentrations on mobile assets, deep profilers, and moorings",Oxygen Concentration from Fastrep DO Instrument,Sea surface to 1000 
GI,GI05MOAS,Irminger Sea Mobile Assets,GL (Gliders),FLORD,2-Wavelength Fluorometer,"2-Wavelength Fluorometer for measurement of fluorescence, Chl-a, optical backscatter",Fluorometric Chlorophyll-a Concentration; Optical Backscatter (Red Wavelengths) ,Sea surface to 1000 
GP,GP02HYPM,Station Papa Hybrid Profiler,MP (Mid-Water Platform),ZPLSG,Bio-acoustic Sonar (Global),Measures acoustic signal of plankton and zooplankton on global arrays,Multi-Frequency Acoustic Backscatter,Mounted at 150 measures up to surface 
GP,GP02HYPM,Station Papa Hybrid Profiler,SP (Surface-Piercing Profiler),CTDPF,CTD Profiler,CTDs to be mounted on a profiler,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,Sea Surface to 150 
GP,GP02HYPM,Station Papa Hybrid Profiler,SP (Surface-Piercing Profiler),DOSTA,Dissolved Oxygen Stable Response,"Measures dissolved oxygen concentrations on mobile assets, deep profilers, and moorings",Oxygen Concentration from Fastrep DO Instrument,Sea Surface to 150 
GP,GP02HYPM,Station Papa Hybrid Profiler,SP (Surface-Piercing Profiler),FLORD,2-Wavelength Fluorometer,"2-Wavelength Fluorometer for measurement of fluorescence, Chl-a, optical backscatter",Fluorometric Chlorophyll-a Concentration; Optical Backscatter (Red Wavelengths) ,Sea Surface to 150 
GP,GP02HYPM,Station Papa Hybrid Profiler,SP (Surface-Piercing Profiler),NUTNR,Nitrate,Optical Nitrate measurements (fast response and appropriate for profilers),Nitrate Concentation,Sea Surface to 150 
GP,GP02HYPM,Station Papa Hybrid Profiler,SP (Surface-Piercing Profiler),OPTAA,Absorption Spectrophotometer,Measures optical attenuation and absorption,Optical Absorption Coefficient; Optical Beam Attenuation Coefficient; Reference Beam Attenuation; Signal Beam Attenuation; Temperature from OPTAA,Sea Surface to 150 
GP,GP02HYPM,Station Papa Hybrid Profiler,SP (Surface-Piercing Profiler),PCO2W,pCO2 Water,Measures partial pressure of CO2 in the water column,Optical Absorbance Ratio at 434nm; Optical Absorbance Ratio at 620nm; PCO2W Thermistor Temperature; Patial Pressure of CO2 in Water,Sea Surface to 150 
GP,GP02HYPM,Station Papa Hybrid Profiler,SP (Surface-Piercing Profiler),SPKIR,Spectral Irradiance,Measures downwelling spectral irradiance,Diffuse Attenuation Coefficient; Downwelling Spectral Irradiance,Sea Surface to 150 
GP,GP02HYPM,Station Papa Hybrid Profiler,WF (Wire-Following Profiler),CTDPF,CTD Profiler,CTDs to be mounted on a profiler,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,~240 below sea surface to 3900 
GP,GP02HYPM,Station Papa Hybrid Profiler,WF (Wire-Following Profiler),DOSTA,Dissolved Oxygen Stable Response,"Measures dissolved oxygen concentrations on mobile assets, deep profilers, and moorings",Oxygen Concentration from Fastrep DO Instrument,~240 below sea surface to 3900 
GP,GP02HYPM,Station Papa Hybrid Profiler,WF (Wire-Following Profiler),FLORD,2-Wavelength Fluorometer,"2-Wavelength Fluorometer for measurement of fluorescence, Chl-a, optical backscatter",Fluorometric Chlorophyll-a Concentration; Optical Backscatter (Red Wavelengths) ,~240 below sea surface to 3900 
GP,GP02HYPM,Station Papa Hybrid Profiler,WF (Wire-Following Profiler),VEL3D,3-D Single Point Velocity Meter,"3-D single point velocity, fast enough to measure fluctuating velocity in u,v,w (u',v',w') or platform motion on moving profilers",Turbulent Point Water Velocity,~240 below sea surface to 3900 
GP,GP03FLMA,Station Papa Mesoscale Flanking Mooring A,RI (Mooring Riser),ADCPS,Velocity Profiler (long range),ADCPs capable of measuring 500 m or greater from the instrument,Echo Intensity; Velocity Profile ,Mounted at 500 measures to surface 
GP,GP03FLMA,Station Papa Mesoscale Flanking Mooring A,RI (Mooring Riser),CTDMO,CTD Mooring (Inductive),CTDs to be used in surface and subsurface moorings,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,90 below sea surface; 750 below sea surface; 60 below sea surface; 500 below sea surface; 40 below sea surface; 350 below sea surface; 30 below sea surface; 250 below sea surface; 180 below sea surface; 1500 below sea surface; 130 below sea surface; 1000 below sea surface
GP,GP03FLMA,Station Papa Mesoscale Flanking Mooring A,RI (Mooring Riser),DOSTA,Dissolved Oxygen Stable Response,"Measures dissolved oxygen concentrations on mobile assets, deep profilers, and moorings",Oxygen Concentration from Fastrep DO Instrument,40 below sea surface 
GP,GP03FLMA,Station Papa Mesoscale Flanking Mooring A,RI (Mooring Riser),FLORD,2-Wavelength Fluorometer,"2-Wavelength Fluorometer for measurement of fluorescence, Chl-a, optical backscatter",Fluorometric Chlorophyll-a Concentration; Optical Backscatter (Red Wavelengths) ,40 below sea surface 
GP,GP03FLMA,Station Papa Mesoscale Flanking Mooring A,RI (Mooring Riser),PHSEN,Seawater pH,pH,PHSEN Thermistor Temperature; Optical Absorbance Signal Intensity at 434nm; Optical Absorbance Signal Intensity at 578nm; pH,40 below sea surface 
GP,GP03FLMB,Station Papa Mesoscale Flanking Mooring B,RI (Mooring Riser),ADCPS,Velocity Profiler (long range),ADCPs capable of measuring 500 m or greater from the instrument,Echo Intensity; Velocity Profile ,Mounted at 500 measures to surface 
GP,GP03FLMB,Station Papa Mesoscale Flanking Mooring B,RI (Mooring Riser),CTDMO,CTD Mooring (Inductive),CTDs to be used in surface and subsurface moorings,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,90 below sea surface; 750 below sea surface; 60 below sea surface; 500 below sea surface; 40 below sea surface; 350 below sea surface; 30 below sea surface; 250 below sea surface; 180 below sea surface; 1500 below sea surface; 130 below sea surface; 1000 below sea surface
GP,GP03FLMB,Station Papa Mesoscale Flanking Mooring B,RI (Mooring Riser),DOSTA,Dissolved Oxygen Stable Response,"Measures dissolved oxygen concentrations on mobile assets, deep profilers, and moorings",Oxygen Concentration from Fastrep DO Instrument,40 below sea surface 
GP,GP03FLMB,Station Papa Mesoscale Flanking Mooring B,RI (Mooring Riser),FLORD,2-Wavelength Fluorometer,"2-Wavelength Fluorometer for measurement of fluorescence, Chl-a, optical backscatter",Fluorometric Chlorophyll-a Concentration; Optical Backscatter (Red Wavelengths) ,40 below sea surface 
GP,GP03FLMB,Station Papa Mesoscale Flanking Mooring B,RI (Mooring Riser),PHSEN,Seawater pH,pH,PHSEN Thermistor Temperature; Optical Absorbance Signal Intensity at 434nm; Optical Absorbance Signal Intensity at 578nm; pH,40 below sea surface 
GP,GP05MOAS,Station Papa Mobile Assets,GL (Gliders),CTDGV,CTD Glider,CTDs to be mounted on gliders,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,Sea surface to 1000 
GP,GP05MOAS,Station Papa Mobile Assets,GL (Gliders),DOSTA,Dissolved Oxygen Stable Response,"Measures dissolved oxygen concentrations on mobile assets, deep profilers, and moorings",Oxygen Concentration from Fastrep DO Instrument,Sea surface to 1000 
GP,GP05MOAS,Station Papa Mobile Assets,GL (Gliders),FLORD,2-Wavelength Fluorometer,"2-Wavelength Fluorometer for measurement of fluorescence, Chl-a, optical backscatter",Fluorometric Chlorophyll-a Concentration; Optical Backscatter (Red Wavelengths) ,Sea surface to 1000 
GS,GS01SUMO,Southern Ocean Surface Mooring,RI (Mooring Riser),ADCPS,Velocity Profiler (long range),ADCPs capable of measuring 500 m or greater from the instrument,Echo Intensity; Velocity Profile ,Mounted at 15 measures down to 615 
