__pk_jt_ScreenElement_ScreenElement_ID,_fk_Graphic_ID #override,Embedding Information Level,_fk_ScreenElement_ID #embedded,_fk_ScreenElement_ID #embedding,_fk_ScreenLabel_ID #override,Position,Data Path,Suggested Data Path,Data Path Description
"2361211","","0","2164620","2163811","","G01","unknown863","N/A",""
"2361212","","1","2163109","2164557","","G01","unknown3247","N/A",""
"2361214","","0","2163053","2164627","","B01","data_products","table_ooi",""
"2361215","","1","2164627","2164380","","G01","unknown3249","N/A",""
"2361216","","0","2163053","2164628","","B01","data_products","table_ooi",""
"2361217","","1","2164628","2164380","","G01","unknown3251","N/A",""
"2361219","","0","2163053","2164629","","B01","unknown3253","table_ooi",""
"2361220","","0","2164630","2163152","","V03","unknown3254","N/A",""
"2361221","","0","2164119","2164630","","G01","unknown3255","N/A",""
"2361223","","0","2160446","2164130","","T02","description","table_ooi (2164130): stream_definition.description",""
"2361224","","0","2164120","2164631","","G01","unknown3258","N/A",""
"2361225","","0","2164631","2163152","","V03","unknown3259","N/A",""
"2361226","","2","2162955","2164033","","T10","unknown3264","table_ooi (2164033): parameter_characteristics_report.value",""
"2361228","","0","2164080","2163001","","A17","geospatial_bounds","attribute_group_ooi",""
"2361229","","0","2164033","2164633","","B01","unknown3267","table_ooi",""
"2361234","","0","2163095","2164635","","G01","unknown3272","N/A",""
"2361235","","0","2164033","2164634","","B01","unknown3275","table_ooi",""
"2361238","","0","2164627","2163135","","G01","unknown3276","N/A",""
"2361239","","0","2164628","2163135","","G01","unknown3277","N/A",""
"2361255","","2","2162061","2164638","","B03","unknown_1255_model family of parent platform","platform_model.platform_family",""
"2361256","","2","2162706","2164638","","B02","unknown_1256_parent platform model name","platform_model.type_",""
"2361257","","0","2164638","2163123","","G02","unknown3280","N/A",""
"2361261","","0","2163125","2163152","","V07","unknown3536","N/A",""
"2361263","","0","2164527","2164643","","T03","computed.site_status.value.@index","table_ooi (2164643): site.aggregated_status",""
"2361264","","1","2164515","2164643","","T04","unknown3541","table_ooi (2164643): site.power_status_roll_up",""
"2361265","","1","2164509","2164643","","T05","unknown3542","table_ooi (2164643): site.communications_status_roll_up",""
"2361266","","1","2164510","2164643","","T06","unknown3543","table_ooi (2164643): site.data_status_roll_up",""
"2361269","","0","2160406","2164643","","T11","description","table_ooi (2164643): site.description",""
"2361270","","0","2161089","2164643","","T13","lcstate","table_ooi (2164643): site.lcstate",""
"2361272","","0","2164647","2163152","","V03","unknown3550","N/A",""
"2361274","","2","2164124","2164033","","T07","unknown3600","table_ooi (2164033): parameter_characteristics_report.characteristic_name",""
"2361275","","0","2164490","2164645","","G01","unknown3601","N/A",""
"2361276","","1","2164490","2164646","","G01","unknown3602","N/A",""
"2361277","","0","2163095","2164647","","G01","unknown3700","N/A",""
"2361278","","0","2164875","2163152","","V03","unknown3701","N/A",""
"2361279","","1","2164644","2164646","","G01","unknown3703","N/A",""
"2361280","","0","2164651","2163152","","V05","unknown3705","N/A",""
"2361281","","0","2164653","2163063","","B01","unknown3709","N/A",""
"2361282","","0","2163135","2163152","","V03","unknown3710","N/A",""
"2361283","","0","2161417","2163079","2090626","T07","org_governance_name","table_ooi (2163079): org.name","org to which the role applies"
"2361284","","0","2164334","2163079","","T06","name","table_ooi (2163079): user_role.label",""
"2361285","","","2164261","2164635","","G02","unknown3902","N/A",""
"2361287","","","2163130","2163152","","V03","unknown3903","N/A",""
"2361288","","","2164553","2163152","","V03","unknown3904","N/A",""
"2361290","","","2164738","2163152","","V04","unknown3906","N/A",""
"2361291","","","2164645","2163152","","V04","unknown3907","N/A",""
"2361292","","","2164554","2163153","","V03","unknown3908","N/A",""
"2361293","","","2164447","2163153","","V03","unknown3909","N/A",""
"2361295","","","2163878","2163153","","V03","unknown3911","N/A",""
"2361302","","","2163993","2163857","","B01","owned_resources","table_ooi","just the resources that this user owns"
"2361303","","","2164141","2164660","","G01","unknown3914","N/A",""
"2361304","","0","2164671","2164661","","T01","ts_updated","table_ooi (2164661): negotiation.ts_updated",""
"2361305","","0","2164676","2164661","","T02","negotiation_status","table_ooi (2164661): negotiation.negotiation_status",""
"2361306","","0","2164665","2164661","","T03","description","table_ooi (2164661): negotiation.description","proposals[0].description"
"2361308","","0","2164674","2164661","2090763","T06","name","table_ooi (2164661): negotiation.proposals","proposals[0].consumer"
"2361309","","0","2164476","2164487","","G01","unknown3923","N/A"," filter set on ""open"" negotiations"
"2361310","","0","2163079","2164681","","B01","roles","table_ooi","roles this user has been granted"
"2361311","","0","2164681","2164682","","G01","unknown_1311","N/A",""
"2361312","","0","2163079","2164683","","B01","roles","table_ooi","roles active in this Org"
"2361313","","0","2164683","2164682","","G01","unknown910","N/A",""
"2361314","","0","2164682","2163152","","V05","unknown_1314","N/A",""
"2361315","","0","2164687","2164129","","T04","type_","table_ooi (2164129): data_process.type_",""
"2361317","","0","2164708","2163867","","T09","unknown3935","table_ooi (2163867): sensor_device.type_",""
"2361318","","0","2164707","2164574","","T01","unknown3936","table_ooi (2164574): data_product_version.type_",""
"2361319","","0","2164711","2164033","","T02","display_name","table_ooi (2164033): parameter.display_name",""
"2361320","","0","2161397","2164713","","T01","name","table_ooi (2164713): deployment.name",""
"2361321","","2","2164366","2164713","","T02","auxiliary_name","table_ooi (2164713): deployment.auxiliary_name",""
"2361322","","2","2164367","2164713","","T03","auxiliary_identifier","table_ooi (2164713): deployment.auxiliary_identifier",""
"2361323","","2","2160415","2164713","","T07","description","table_ooi (2164713): deployment.description",""
"2361324","","0","2161459","2164713","2090828","T04","deployment_info.@index.parent_site_name","table_ooi (2164713): platform_site.name","Name of the platform or station on which the asset sits"
"2361325","","0","2164741","2164713","","T05","deployment_info.@index.site_name","table_ooi (2164713): device_site.name","Name of the port (InstrumentSite or PlatformSite) with which the device is asociated"
"2361326","","0","2164714","2164713","","T06","deployment_info.@index.start_time","table_ooi (2164713): temporal_bounds.start_datetime",""
"2361327","","0","2164715","2164713","","T07","deployment_info.@index.end_time","table_ooi (2164713): temporal_bounds.end_datetime",""
"2361328","","0","2161102","2164713","","T09","lcstate","table_ooi (2164713): deployment.lcstate",""
"2361329","","0","2161397","2164716","","T02","name","table_ooi (2164716): deployment.name",""
"2361330","","2","2160415","2164716","","T09","description","table_ooi (2164716): deployment.description",""
"2361331","","2","2164741","2164716","","T03","deployment_info.@index.parent_site_name","table_ooi (2164716): device_site.name","The site of deployment"
"2361332","","0","2164714","2164716","","T07","deployment_info.@index.start_time","table_ooi (2164716): temporal_bounds.start_datetime",""
"2361333","","0","2164715","2164716","","T08","deployment_info.@index.end_time","table_ooi (2164716): temporal_bounds.end_datetime",""
"2361334","","0","2161102","2164716","","T10","lcstate","table_ooi (2164716): deployment.lcstate",""
"2361335","","","2164717","2164488","","G01","unknown_1335","N/A",""
"2361336","","","2164718","2164488","","G01","unknown_1336","N/A",""
"2361337","","0","2164720","2164719","","B01","unknown_1337","N/A",""
"2361338","","0","2161459","2164719","","B02","resource.name","platform_site.name",""
"2361339","","0","2161135","2164719","2090389","B03","resource.lcstate","platform_site.lcstate",""
"2361340","","0","2164290","2164719","","B04","computed.power_status_roll_up.value","image_ooi",""
"2361341","","0","2164288","2164719","","B05","computed.communications_status_roll_up.value","image_ooi",""
"2361342","","0","2164289","2164719","","B06","computed.data_status_roll_up.value","image_ooi",""
"2361343","","0","2164291","2164719","","B07","computed.location_status_roll_up.value","image_ooi",""
"2361344","","0","2164719","2163133","","G01","unknown_1344","N/A",""
"2361345","","0","2164671","2164721","","T01","ts_updated","table_ooi (2164721): negotiation.ts_updated",""
"2361346","","0","2164676","2164721","","T02","negotiation_status","table_ooi (2164721): negotiation.negotiation_status",""
"2361347","","0","2164665","2164721","","T04","description","table_ooi (2164721): negotiation.description",""
"2361349","","0","2164674","2164721","2090763","T07","name","table_ooi (2164721): negotiation.proposals",""
"2361350","","0","2164721","2164722","","B01","closed_requests","table_ooi",""
"2361351","","0","2164721","2164723","","B01","closed_requests","table_ooi",""
"2361352","","0","2164723","2164651","","G01","unknown_1352","N/A",""
"2361353","","0","2164722","2164651","","G01","unknown_1353","N/A",""
"2361366","","0","2163609","2164001","","","unknown_1366","extent_geospatial_ooi",""
"2361367","","0","2164086","2164001","","","unknown_1367","extent_vertical_ooi",""
"2361368","","0","2164389","2164001","","","unknown_1368","extent_temporal_ooi",""
"2361370","","0","2161398","2164716","2090663","T05","deployment_info.@index.device_name","table_ooi (2164716): device.name","The deployed device"
"2361371","","0","2164716","2164522","","B01","deployments","table_ooi",""
"2361372","","0","2164716","2164491","","B01","deployments","table_ooi",""
"2361373","","0","2164735","2164734","","T01","computed.station_status.value.@index","table_ooi (2164734): platform_site.aggregated_status",""
"2361374","","0","2161459","2164734","","T06","name","table_ooi (2164734): platform_site.name",""
"2361375","","0","2160448","2164734","","T09","description","table_ooi (2164734): platform_site.description",""
"2361376","","0","2161135","2164734","","T10","lcstate","table_ooi (2164734): platform_site.lcstate",""
"2361377","","0","2164734","2164737","","B01","sites","table_ooi",""
"2361378","","0","2164737","2164738","","G01","unknown_1378","N/A",""
"2361379","","0","2164734","2164739","","B01","station_sites","table_ooi",""
"2361380","","0","2164739","2164738","","G01","unknown_1380","N/A",""
"2361381","","0","2162700","2164740","","T01","type_","table_ooi (2164740): device.type_","Type of the device of the model (instrument or platform)"
"2361382","","0","2164255","2164740","","T04","computed.portal_status.value.@index","table_ooi (2164740): device.aggregated_status",""
"2361383","","0","2164741","2164740","","T02","name","table_ooi (2164740): device_site.name","Name of the port itself"
"2361384","","2","2161447","2164740","2090019","T03","unknown_1384","table_ooi (2164740): device_model.name","Name of the model associated with the port"
"2361385","","0","2161398","2164740","2090845","T10","portal_instruments.@index.name","table_ooi (2164740): device.name","Name of the device that is actively deployed on the portal"
"2361390","","0","2161398","2164742","2090835","T06","unknown_1390","table_ooi (2164742): device.name","Name of the neighboring device"
"2361391","","0","2164644","2164744","","G01","unknown_1391","N/A",""
"2361392","","0","2163136","2163152","","V03","unknown_1392","N/A",""
"2361393","","0","2163850","2164553","","G01","unknown_1393","N/A",""
"2361394","","1","2164746","2164734","","T02","unknown_1394","table_ooi (2164734): platform_site.power_status_roll_up",""
"2361395","","1","2164747","2164734","","T03","unknown_1395","table_ooi (2164734): platform_site.communications_status_roll_up",""
"2361396","","1","2164748","2164734","","T04","unknown_1396","table_ooi (2164734): platform_site.data_status_roll_up",""
"2361397","","1","2164749","2164734","","T05","unknown_1397","table_ooi (2164734): platform_site.location_status_roll_up",""
"2361398","","2","2161453","2164734","2090427","T07","unknown_1398","table_ooi (2164734): observatory.name",""
"2361399","","0","2161416","2164643","","T10","name","table_ooi (2164643): site.name",""
"2361400","","0","2164004","2163133","","G01","unknown_1400","N/A",""
"2361401","","0","2164006","2163123","","G01","unknown_1401","N/A",""
"2361402","","0","2164007","2163123","","G03","unknown_1402","N/A",""
"2361403","","0","2164008","2163123","","G04","unknown_1403","N/A",""
"2361404","","0","2164009","2163123","","G05","unknown_1404","N/A",""
"2361405","","0","2164010","2164553","","G01","unknown_1405","N/A",""
"2361406","","0","2164011","2163130","","G01","unknown_1406","N/A",""
"2361407","","0","2164013","2163126","","G01","unknown_1407","N/A",""
"2361408","","0","2164105","2164031","","G01","unknown_1408","N/A",""
"2361409","","1","2164756","2164740","","T06","computed.communications_status_roll_up.value","table_ooi (2164740): device.communications_status_roll_up",""
"2361410","","1","2164757","2164740","","T07","computed.data_status_roll_up.value","table_ooi (2164740): device.data_status_roll_up",""
"2361411","","1","2164758","2164740","","T09","computed.location_status_roll_up.value","table_ooi (2164740): device.location_status_roll_up",""
"2361412","","1","2164759","2164740","","T05","computed.power_status_roll_up.value","table_ooi (2164740): device.power_status_roll_up",""
"2361413","","0","2164740","2164760","","B01","computed.portals.value","table_ooi",""
"2361414","","0","2164761","2163152","","V04","unknown_1414","N/A",""
"2361415","","0","2164760","2164761","","G01","unknown_1415","N/A",""
"2361416","","0","2164773","2163152","","V04","unknown_1416","N/A",""
"2361417","","0","2161396","2164006","2090663","B05","device.name","platform_device.name","Name of the primary platform device"
"2361418","","0","2161459","2164762","","B01","resource.name","platform_site.name","Name of the station"
"2361419","","2","2162514","2164762","","B05","resource.ts_created","platform_site.ts_created",""
"2361420","","2","2162636","2164762","","B04","resource.ts_updated","platform_site.ts_updated",""
"2361421","","0","2164762","2163123","","G01","unknown_1421","N/A",""
"2361423","","0","2163913","2164763","","B02","resource.constraint_list.0","focal_resource.GeospatialBounds","The horizontal bounds of the Station"
"2361424","","0","2164202","2164763","","B03","resource.constraint_list.0","focal_resource.GeospatialBounds","The vertical bounds of the Station"
"2361425","","2","2164080","2164763","","B04","unknown_1425","attribute_group_ooi",""
"2361426","","0","2164763","2163123","","G03","unknown_1426","N/A",""
"2361427","","0","2160448","2164764","","B01","resource.description","platform_site.description",""
"2361428","","0","2164764","2163123","","G04","unknown_1428","N/A",""
"2361429","","0","2163884","2164765","","B03","resource.contacts.1","attribute_group_ooi","primary_contact for the deployment"
"2361430","","0","2163884","2164765","","B05","resource.contacts.1","attribute_group_ooi","alternate_contact for the deployment"
"2361431","","0","2164409","2164765","","B02","","N/A",""
"2361432","","0","2164410","2164765","","B04","unknown_1432","N/A",""
"2361433","","0","2164765","2163123","","G05","unknown_1433","N/A",""
"2361434","","0","2163024","2164766","","B01","instrument_devices","table_ooi","instruments at this station"
"2361435","","0","2164766","2163130","","G01","unknown_1435","N/A",""
"2361436","","0","2164766","2164447","","G01","unknown_1436","N/A",""
"2361437","","0","2163052","2164767","","B01","platform_devices","table_ooi",""
"2361438","","0","2164767","2164553","","G01","unknown_1438","N/A",""
"2361439","","0","2164767","2164554","","G01","unknown_1439","N/A",""
"2361440","","0","2163011","2164768","","B01","computed.recent_events.value","table_ooi",""
"2361441","","0","2164768","2163126","","G06","unknown_1441","N/A",""
"2361442","","0","2164768","2164557","","G01","unknown_1442","N/A",""
"2361443","","0","2163481","2164769","","B01","attachments","table_ooi",""
"2361444","","0","2164769","2164031","","G01","unknown_1444","N/A",""
"2361445","","0","2163053","2164770","","B01","data_products","table_ooi","data products produced from this station"
"2361446","","0","2164770","2163135","","G01","unknown_1446","N/A",""
"2361447","","0","2164770","2164035","","G01","unknown_1447","N/A",""
"2361448","","0","2164770","2164380","","G01","unknown_1448","N/A",""
"2361449","","0","2164716","2164771","","B01","deployments","table_ooi",""
"2361450","","0","2164771","2164488","","G01","unknown_1450","N/A",""
"2361451","","0","2164771","2164563","","G01","unknown_1451","N/A",""
"2361452","","0","2164742","2164772","","B01","unknown_1452","table_ooi",""
"2361453","","0","2164772","2164773","","G01","unknown_1453","N/A",""
"2361454","","0","2164740","2164774","","B01","sites","table_ooi","InstrumentSites and PlatformSites on this Station"
"2361455","","0","2164774","2164761","","G01","unknown_1455","N/A",""
"2361456","","0","2164488","2163152","","V04","unknown_1456","N/A",""
"2361457","","0","2164316","2164713","","T13","deployment_info.@index.is_primary","table_ooi (2164713): data_producer.is_primary","Whether the device is the primary dataproducer on the portal"
"2361458","","0","2164713","2164717","","B01","deployments","table_ooi",""
"2361459","","0","2164713","2164718","","B01","deployments","table_ooi",""
"2361462","","0","2163884","2164791","","B03","resource.contacts.1","attribute_group_ooi","Primary Contact"
"2361463","","0","2163884","2164791","","B05","resource.contacts.1","attribute_group_ooi",""
"2361464","","0","2164409","2164791","","B02","unknown_1464","N/A",""
"2361465","","0","2164410","2164791","","B04","unknown_1465","N/A",""
"2361466","","0","2164791","2163123","","G05","unknown_1466","N/A",""
"2361467","","0","2164778","2164792","","B01","resource.name","resource.name",""
"2361468","","2","2164780","2164792","","B04","resource.ts_created","resource.ts_created",""
"2361469","","2","2164781","2164792","","B05","resource.ts_updated","resource.ts_updated",""
"2361470","","0","2164792","2163123","","G01","unknown_1470","N/A",""
"2361471","","0","2164776","2164793","","B01","resource.description","resource.description",""
"2361472","","0","2164793","2163123","","G04","unknown_1472","N/A",""
"2361473","","0","2163011","2164794","","B01","computed.recent_events.value","table_ooi",""
"2361474","","0","2164794","2163126","","G01","unknown_1474","N/A",""
"2361475","","0","2164778","2164795","2090389","B02","resource.name","resource.name",""
"2361476","","0","2163987","2164795","","B01","resource.name","N/A",""
"2361477","","0","2163282","2164795","","B05","resource.lcstate","information_resource.lcstate",""
"2361478","","0","2164083","2164795","2090389","B03","unknown_1478","user_info.time_zone*","Current time zone set for the user (from the browser setting)"
"2361483","","0","2164795","2163133","","G01","unknown_1483","N/A",""
"2361484","","0","2163481","2164796","","B01","attachments","table_ooi",""
"2361485","","0","2164796","2164031","","G01","unknown_1485","N/A",""
"2361486","","0","2164798","2164792","","B02","unknown_1486","agent_definition.name","Name of the agent definition"
"2361487","","0","2161398","2164792","2090663","B03","unknown_1487","device.name","Name of the device with which the agent is associated"
"2361488","","0","2164799","2163795","","B01","","N/A",""
"2361489","","0","2164807","2164198","","G01","unknown_1489","N/A",""
"2361490","","0","2164806","2164198","","G02","unknown_1490","N/A",""
"2361491","","0","2164785","2164806","","A01","resource.driver_config","resource.driver_config",""
"2361492","","0","2164784","2164807","","A01","resource.agent_config","resource.agent_config",""
"2361493","","0","2164804","2164198","","G02","unknown_1493","N/A",""
"2361494","","0","2164801","2164198","","G01","unknown_1494","N/A",""
"2361495","","0","2164803","2164198","","G04","unknown_1495","N/A",""
"2361496","","0","2164802","2164198","","G03","unknown_1496","N/A",""
"2361497","","0","2164322","2164801","","B01","resource.agent_config","resource.agent_config",""
"2361498","","0","2164790","2164802","","A01","resource.startup_config","resource.startup_config",""
"2361499","","0","2164788","2164803","","A01","resource.port_agent_config","resource.port_agent_config",""
"2361500","","0","2164787","2164804","","A01","resource.driver_config","resource.driver_config",""
"2361501","","0","2163884","2164808","","B03","resource.contacts.1","attribute_group_ooi","Primary Contact"
"2361502","","0","2163884","2164808","","B05","resource.contacts.1","attribute_group_ooi",""
"2361503","","0","2164409","2164808","","B02","unknown_1503","N/A",""
"2361504","","0","2164410","2164808","","B04","unknown_1504","N/A",""
"2361505","","0","2164808","2163123","","G05","unknown_1505","N/A",""
"2361506","","0","2161461","2164809","","B01","resource.name","resource.name",""
"2361507","","2","2162516","2164809","","B04","resource.ts_created","resource.ts_created",""
"2361508","","2","2162638","2164809","","B05","resource.ts_updated","resource.ts_updated",""
"2361509","","0","2164798","2164809","","B02","unknown_1509","agent_definition.name","Name of the agent definition"
"2361510","","0","2161395","2164809","2090600","B03","unknown_1510","instrument_device.name","Name of the device with which the agent is associated"
"2361511","","0","2164809","2163123","","G01","unknown_1511","N/A",""
"2361512","","0","2160450","2164810","","B01","resource.description","resource.description",""
"2361513","","0","2164810","2163123","","G04","unknown_1513","N/A",""
"2361514","","0","2163011","2164811","","B01","computed.recent_events.value","table_ooi",""
"2361515","","0","2164811","2163126","","G01","unknown_1515","N/A",""
"2361516","","0","2164778","2164812","2090389","B02","resource.name","agent_instance.name",""
"2361517","","0","2163987","2164812","","B01","resource.name","N/A",""
"2361518","","0","2163282","2164812","","B05","resource.lcstate","information_resource.lcstate",""
"2361519","","0","2164083","2164812","2090389","B03","unknown_1519","user_info.time_zone*","Current time zone set for the user (from the browser setting)"
"2361524","","0","2164812","2163133","","G01","unknown_1524","N/A",""
"2361525","","0","2163481","2164813","","B01","attachments","table_ooi",""
"2361526","","0","2164813","2164031","","G01","unknown_1526","N/A",""
"2361527","","0","2164740","2164816","","B01","portals","table_ooi",""
"2361528","","0","2164816","2164761","","G01","unknown_1528","N/A",""
"2361529","","0","2164830","2164817","","B01","unknown_1529","N/A",""
"2361530","","0","2161459","2164817","","B02","resource.name","platform_site.name",""
"2361531","","0","2161135","2164817","2090389","B03","resource.lcstate","platform_site.lcstate",""
"2361532","","0","2164290","2164817","","B04","computed.power_status_roll_up.value","image_ooi",""
"2361533","","0","2164288","2164817","","B05","computed.communications_status_roll_up.value","image_ooi",""
"2361534","","0","2164289","2164817","","B06","computed.data_status_roll_up.value","image_ooi",""
"2361535","","0","2164291","2164817","","B07","computed.location_status_roll_up.value","image_ooi",""
"2361536","","0","2164817","2163133","","G01","unknown_1536","N/A",""
"2361537","","0","2161459","2164818","","B01","resource.name","platform_site.name","Name of the PlatformSite"
"2361538","","2","2162514","2164818","","B05","resource.ts_created","platform_site.ts_created",""
"2361539","","2","2162636","2164818","","B04","resource.ts_updated","platform_site.ts_updated",""
"2361540","","0","2164818","2163123","","G01","unknown_1540","N/A",""
"2361542","","0","2163913","2164819","","B02","resource.constraint_list.0","focal_resource.GeospatialBounds","The horizontal bounds of the platformsite"
"2361543","","0","2164202","2164819","","B03","resource.constraint_list.0","focal_resource.GeospatialBounds","The vertical bounds of the platformsite"
"2361544","","2","2164080","2164819","","B04","unknown_1544","attribute_group_ooi",""
"2361545","","0","2164819","2163123","","G03","unknown_1545","N/A",""
"2361546","","0","2160448","2164820","","B01","resource.description","platform_site.description",""
"2361547","","0","2164820","2163123","","G04","unknown_1547","N/A",""
"2361548","","0","2163884","2164821","","B03","resource.contacts.1","attribute_group_ooi","primary_contact for the platform site"
"2361549","","0","2163884","2164821","","B05","resource.contacts.1","attribute_group_ooi","primary_contact for the platform site"
"2361550","","0","2164409","2164821","","B02","","N/A",""
"2361551","","0","2164410","2164821","","B04","unknown_1551","N/A",""
"2361552","","0","2164821","2163123","","G05","unknown_1552","N/A",""
"2361553","","0","2163024","2164822","","B01","instrument_devices","table_ooi","instruments at this platformsite"
"2361554","","0","2164822","2163130","","G01","unknown_1554","N/A",""
"2361555","","0","2164822","2164447","","G01","unknown_1555","N/A",""
"2361556","","0","2163052","2164823","","B01","platform_devices","table_ooi",""
"2361557","","0","2164823","2164553","","G01","unknown_1557","N/A",""
"2361558","","0","2164823","2164554","","G01","unknown_1558","N/A",""
"2361559","","0","2163011","2164824","","B01","computed.recent_events.value","table_ooi",""
"2361560","","0","2164824","2163126","","G06","unknown_1560","N/A",""
"2361561","","0","2164824","2164557","","G01","unknown_1561","N/A",""
"2361562","","0","2163481","2164825","","B01","attachments","table_ooi",""
"2361563","","0","2164825","2164031","","G01","unknown_1563","N/A",""
"2361564","","0","2163053","2164826","","B01","data_products","table_ooi","data products produced from this platformsite"
"2361565","","0","2164826","2163135","","G01","unknown_1565","N/A",""
"2361566","","0","2164826","2164035","","G01","unknown_1566","N/A",""
"2361567","","0","2164826","2164380","","G01","unknown_1567","N/A",""
"2361568","","0","2164716","2164827","","B01","deployments","table_ooi","Devices deployed to this platformsite"
"2361569","","0","2164827","2164488","","G01","unknown_1569","N/A",""
"2361570","","0","2164827","2164563","","G01","unknown_1570","N/A",""
"2361571","","0","2164740","2164829","","B01","sites","table_ooi","InstrumentSites and PlatformSites on this platform site"
"2361572","","0","2164829","2164761","","G01","unknown_1572","N/A",""
"2361573","","0","2164831","2164832","","B01","unknown_1573","N/A",""
"2361574","","0","2161458","2164832","","B02","resource.name","resource.name",""
"2361575","","0","2161134","2164832","2090389","B03","resource.lcstate","resource.lcstate",""
"2361576","","0","2164290","2164832","","B04","computed.power_status_roll_up.value","image_ooi",""
"2361577","","0","2164288","2164832","","B05","computed.communications_status_roll_up.value","image_ooi",""
"2361578","","0","2164289","2164832","","B06","computed.data_status_roll_up.value","image_ooi",""
"2361579","","0","2164291","2164832","","B07","computed.location_status_roll_up.value","image_ooi",""
"2361580","","0","2164832","2163133","","G01","unknown_1580","N/A",""
"2361581","","0","2161458","2164833","2090004","B01","resource.name","resource.name","Name of the PlatformSite"
"2361582","","2","2162513","2164833","","B05","resource.ts_created","resource.ts_created",""
"2361583","","2","2162635","2164833","","B04","resource.ts_updated","resource.ts_updated",""
"2361584","","0","2164833","2163123","","G01","unknown_1584","N/A",""
"2361586","","0","2163906","2164834","","B02","resource.constraint_list.0","focal_resource.GeospatialBounds","The horizontal bounds of the instrumentsite"
"2361587","","0","2164387","2164834","","B05","resource.constraint_list.1","focal_resource.TemporalBounds","The vertical bounds of the instrumentsite"
"2361588","","2","2164080","2164834","","B04","unknown_1588","attribute_group_ooi",""
"2361589","","0","2164834","2163123","","G03","unknown_1589","N/A",""
"2361590","","0","2160447","2164835","","B01","resource.description","resource.description",""
"2361591","","0","2164835","2163123","","G04","unknown_1591","N/A",""
"2361592","","0","2163884","2164836","","B03","resource.contacts.1","attribute_group_ooi","primary_contact for the platform site"
"2361593","","0","2163884","2164836","","B05","resource.contacts.1","attribute_group_ooi","primary_contact for the platform site"
"2361594","","0","2164409","2164836","","B02","","N/A",""
"2361595","","0","2164410","2164836","","B04","unknown_1595","N/A",""
"2361596","","0","2164836","2163123","","G05","unknown_1596","N/A",""
"2361597","","0","2163024","2164837","","B01","instrument_devices","table_ooi","instruments at this instrumentsite"
"2361598","","0","2164837","2163130","","G01","unknown_1598","N/A",""
"2361599","","0","2164837","2164447","","G01","unknown_1599","N/A",""
"2361600","","0","2163011","2164839","","B01","computed.recent_events.value","table_ooi",""
"2361601","","0","2164839","2163126","","G06","unknown_1601","N/A",""
"2361602","","0","2164839","2164557","","G01","unknown_1602","N/A",""
"2361603","","0","2163481","2164840","","B01","attachments","table_ooi",""
"2361604","","0","2164840","2164031","","G01","unknown_1604","N/A",""
"2361605","","0","2163053","2164841","","B01","data_products","table_ooi","data products produced from this instrumentsite"
"2361606","","0","2164841","2163135","","G01","unknown_1606","N/A",""
"2361607","","0","2164841","2164035","","G01","unknown_1607","N/A",""
"2361608","","0","2164841","2164380","","G01","unknown_1608","N/A",""
"2361609","","0","2164716","2164842","","B01","deployments","table_ooi","Devices deployed to this instrumentsite"
"2361610","","0","2164842","2164488","","G01","unknown_1610","N/A",""
"2361611","","0","2164842","2164563","","G01","unknown_1611","N/A",""
"2361612","","0","2161396","2164844","2090846","B01","platform_devices.0.name","platform_device.name","Platform of primary active deployment to the station"
