Textbox8,tbToday
Subseries Attributes Report,Report Generated: 4/28/2014

Textbox14


Count
"Total Active, Retired, Draft, Rejected Risks: 0"

Class,Series,Subseries,Subseries_Name,Attribute,AttributeValue
PHSEN,G,01,PHSEN Series G Sub 01,Alternate Instrument Class Name,Seawater pH
PHSEN,G,01,PHSEN Series G Sub 01,CE Spares,
PHSEN,G,01,PHSEN Series G Sub 01,CGSN MREFC Spares,
PHSEN,G,01,PHSEN Series G Sub 01,CGSN O&M Spares,
PHSEN,G,01,PHSEN Series G Sub 01,CGSN P/N,
PHSEN,G,01,PHSEN Series G Sub 01,ClassLongName,pH_stable
PHSEN,G,01,PHSEN Series G Sub 01,Comments,
PHSEN,G,01,PHSEN Series G Sub 01,CP Spares,
PHSEN,G,01,PHSEN Series G Sub 01,Description,pH
PHSEN,G,01,PHSEN Series G Sub 01,ECRs that changed the count,1300-00292
PHSEN,G,01,PHSEN Series G Sub 01,Global Spares,
PHSEN,G,01,PHSEN Series G Sub 01,Instrument Configuration,
PHSEN,G,01,PHSEN Series G Sub 01,Link to the Specification,
PHSEN,G,01,PHSEN Series G Sub 01,Notes,
PHSEN,G,01,PHSEN Series G Sub 01,PrimaryScienceDiscipline,C
PHSEN,G,01,PHSEN Series G Sub 01,Produces Acoustic Interference,
PHSEN,G,01,PHSEN Series G Sub 01,Ready for 2013?,
PHSEN,G,01,PHSEN Series G Sub 01,RSN O&M Spares,
PHSEN,G,01,PHSEN Series G Sub 01,RSN Part Number,
PHSEN,G,01,PHSEN Series G Sub 01,Susceptible to Acoustic Interference,
PHSEN,G,01,PHSEN Series G Sub 01,"Vendor CLIN, SubCLIN or Model #",
PPSDN,A,01,PPSDN Series A Sub 01,2009 Baseline Price*,
PPSDN,A,01,PPSDN Series A Sub 01,2009 Deployed Instrument Count,
PPSDN,A,01,PPSDN Series A Sub 01,Alternate Instrument Class Name,Particulate DNA Sampler
PPSDN,A,01,PPSDN Series A Sub 01,CE Spares,
PPSDN,A,01,PPSDN Series A Sub 01,CGSN MREFC Spares,
PPSDN,A,01,PPSDN Series A Sub 01,CGSN O&M Spares,
PPSDN,A,01,PPSDN Series A Sub 01,CGSN P/N,
PPSDN,A,01,PPSDN Series A Sub 01,ClassLongName,DNA_particulate
PPSDN,A,01,PPSDN Series A Sub 01,Comments,
PPSDN,A,01,PPSDN Series A Sub 01,CP Spares,
PPSDN,A,01,PPSDN Series A Sub 01,Description,Used to measure microbial community
PPSDN,A,01,PPSDN Series A Sub 01,ECRs that changed the count,
PPSDN,A,01,PPSDN Series A Sub 01,Global Spares,
PPSDN,A,01,PPSDN Series A Sub 01,Instrument Configuration,
PPSDN,A,01,PPSDN Series A Sub 01,Link to the Specification,
PPSDN,A,01,PPSDN Series A Sub 01,Notes,
PPSDN,A,01,PPSDN Series A Sub 01,PrimaryScienceDiscipline,B
PPSDN,A,01,PPSDN Series A Sub 01,Produces Acoustic Interference,
PPSDN,A,01,PPSDN Series A Sub 01,Ready for 2013?,
PPSDN,A,01,PPSDN Series A Sub 01,RSN O&M Spares,1
PPSDN,A,01,PPSDN Series A Sub 01,RSN Part Number,4830-58338
PPSDN,A,01,PPSDN Series A Sub 01,Susceptible to Acoustic Interference,
PPSDN,A,01,PPSDN Series A Sub 01,"Vendor CLIN, SubCLIN or Model #",
PRESF,A,01,PRESF Series A Sub 01,2009 Baseline Price*,"$17,625.00"
PRESF,A,01,PRESF Series A Sub 01,2009 Deployed Instrument Count,9
PRESF,A,01,PRESF Series A Sub 01,Alternate Instrument Class Name,Seafloor Pressure
PRESF,A,01,PRESF Series A Sub 01,CE Spares,1
PRESF,A,01,PRESF Series A Sub 01,CGSN MREFC Spares,
PRESF,A,01,PRESF Series A Sub 01,CGSN O&M Spares,1
PRESF,A,01,PRESF Series A Sub 01,CGSN P/N,3305-00012-00001
PRESF,A,01,PRESF Series A Sub 01,ClassLongName,pressure_SF
PRESF,A,01,PRESF Series A Sub 01,Comments,
PRESF,A,01,PRESF Series A Sub 01,CP Spares,
PRESF,A,01,PRESF Series A Sub 01,Description,Measures seafloor pressure
PRESF,A,01,PRESF Series A Sub 01,ECRs that changed the count,ECR 1303-00654
PRESF,A,01,PRESF Series A Sub 01,Global Spares,
PRESF,A,01,PRESF Series A Sub 01,Instrument Configuration,SeaBird 26plus (100 psia; MCBH)
PRESF,A,01,PRESF Series A Sub 01,Link to the Specification,
PRESF,A,01,PRESF Series A Sub 01,Notes,
PRESF,A,01,PRESF Series A Sub 01,PrimaryScienceDiscipline,P
PRESF,A,01,PRESF Series A Sub 01,Produces Acoustic Interference,
PRESF,A,01,PRESF Series A Sub 01,Ready for 2013?,
PRESF,A,01,PRESF Series A Sub 01,RSN O&M Spares,
PRESF,A,01,PRESF Series A Sub 01,RSN Part Number,
PRESF,A,01,PRESF Series A Sub 01,Susceptible to Acoustic Interference,
PRESF,A,01,PRESF Series A Sub 01,"Vendor CLIN, SubCLIN or Model #","26plus, 26p-1f 100 psia Digiquartz, 26p-4a MCBH"
PRESF,B,01,PRESF Series B Sub 01,2009 Baseline Price*,"$17,625.00"
PRESF,B,01,PRESF Series B Sub 01,2009 Deployed Instrument Count,9
PRESF,B,01,PRESF Series B Sub 01,Alternate Instrument Class Name,Seafloor Pressure
PRESF,B,01,PRESF Series B Sub 01,CE Spares,1
PRESF,B,01,PRESF Series B Sub 01,CGSN MREFC Spares,1
PRESF,B,01,PRESF Series B Sub 01,CGSN O&M Spares,1
PRESF,B,01,PRESF Series B Sub 01,CGSN P/N,3305-00012-00002
PRESF,B,01,PRESF Series B Sub 01,ClassLongName,pressure_SF
PRESF,B,01,PRESF Series B Sub 01,Comments,
PRESF,B,01,PRESF Series B Sub 01,CP Spares,1
PRESF,B,01,PRESF Series B Sub 01,Description,Measures seafloor pressure
PRESF,B,01,PRESF Series B Sub 01,ECRs that changed the count,ECR 1303-00654
PRESF,B,01,PRESF Series B Sub 01,Global Spares,
PRESF,B,01,PRESF Series B Sub 01,Instrument Configuration,SeaBird 26plus (300 psia; MCBH)
PRESF,B,01,PRESF Series B Sub 01,Link to the Specification,
PRESF,B,01,PRESF Series B Sub 01,Notes,
PRESF,B,01,PRESF Series B Sub 01,PrimaryScienceDiscipline,P
PRESF,B,01,PRESF Series B Sub 01,Produces Acoustic Interference,
PRESF,B,01,PRESF Series B Sub 01,Ready for 2013?,
PRESF,B,01,PRESF Series B Sub 01,RSN O&M Spares,
PRESF,B,01,PRESF Series B Sub 01,RSN Part Number,
PRESF,B,01,PRESF Series B Sub 01,Susceptible to Acoustic Interference,
PRESF,B,01,PRESF Series B Sub 01,"Vendor CLIN, SubCLIN or Model #","26plus, 26p-1h 300 psia Digiquartz, 26p-4a MCBH"
PRESF,C,01,PRESF Series C Sub 01,2009 Baseline Price*,"$17,625.00"
PRESF,C,01,PRESF Series C Sub 01,2009 Deployed Instrument Count,9
PRESF,C,01,PRESF Series C Sub 01,Alternate Instrument Class Name,Seafloor Pressure
PRESF,C,01,PRESF Series C Sub 01,CE Spares,1
PRESF,C,01,PRESF Series C Sub 01,CGSN MREFC Spares,1
PRESF,C,01,PRESF Series C Sub 01,CGSN O&M Spares,1
PRESF,C,01,PRESF Series C Sub 01,CGSN P/N,3305-00012-00003
PRESF,C,01,PRESF Series C Sub 01,ClassLongName,pressure_SF
PRESF,C,01,PRESF Series C Sub 01,Comments,
PRESF,C,01,PRESF Series C Sub 01,CP Spares,1
PRESF,C,01,PRESF Series C Sub 01,Description,Measures seafloor pressure
PRESF,C,01,PRESF Series C Sub 01,ECRs that changed the count,ECR 1303-00654
PRESF,C,01,PRESF Series C Sub 01,Global Spares,
PRESF,C,01,PRESF Series C Sub 01,Instrument Configuration,SeaBird 26plus (1000 psia; MCBH)
PRESF,C,01,PRESF Series C Sub 01,Link to the Specification,
PRESF,C,01,PRESF Series C Sub 01,Notes,
PRESF,C,01,PRESF Series C Sub 01,PrimaryScienceDiscipline,P
PRESF,C,01,PRESF Series C Sub 01,Produces Acoustic Interference,
PRESF,C,01,PRESF Series C Sub 01,Ready for 2013?,
PRESF,C,01,PRESF Series C Sub 01,RSN O&M Spares,
PRESF,C,01,PRESF Series C Sub 01,RSN Part Number,
PRESF,C,01,PRESF Series C Sub 01,Susceptible to Acoustic Interference,
PRESF,C,01,PRESF Series C Sub 01,"Vendor CLIN, SubCLIN or Model #","26plus, 26p-1j 1000 psia Digiquartz, 26p-4a MCBH"
PREST,A,01,PREST Series A Sub 01,2009 Baseline Price*,
PREST,A,01,PREST Series A Sub 01,2009 Deployed Instrument Count,3
PREST,A,01,PREST Series A Sub 01,Alternate Instrument Class Name,Tidal Seafloor Pressure
PREST,A,01,PREST Series A Sub 01,CE Spares,
PREST,A,01,PREST Series A Sub 01,CGSN MREFC Spares,
PREST,A,01,PREST Series A Sub 01,CGSN O&M Spares,
PREST,A,01,PREST Series A Sub 01,CGSN P/N,
PREST,A,01,PREST Series A Sub 01,ClassLongName,pressure_SF_tidal
PREST,A,01,PREST Series A Sub 01,Comments,Measures ambient seafloor pressure using internal Paroscientific Digiquartz® transducer
PREST,A,01,PREST Series A Sub 01,CP Spares,
PREST,A,01,PREST Series A Sub 01,Description,Measures tidal pressure on the seafloor to mm scale
PREST,A,01,PREST Series A Sub 01,ECRs that changed the count,
PREST,A,01,PREST Series A Sub 01,Global Spares,
PREST,A,01,PREST Series A Sub 01,Instrument Configuration,[SBE 54 Tsunami Pressure Sensor (externally powered)|http://www.seabird.com/products/spec_sheets/54data.htm]
PREST,A,01,PREST Series A Sub 01,Link to the Specification,
PREST,A,01,PREST Series A Sub 01,Notes,
PREST,A,01,PREST Series A Sub 01,PrimaryScienceDiscipline,P
PREST,A,01,PREST Series A Sub 01,Produces Acoustic Interference,
PREST,A,01,PREST Series A Sub 01,Ready for 2013?,
PREST,A,01,PREST Series A Sub 01,RSN O&M Spares,1
PREST,A,01,PREST Series A Sub 01,RSN Part Number,4830-67639
PREST,A,01,PREST Series A Sub 01,Susceptible to Acoustic Interference,
PREST,A,01,PREST Series A Sub 01,"Vendor CLIN, SubCLIN or Model #",
PREST,B,01,PREST Series B Sub 01,2009 Baseline Price*,
PREST,B,01,PREST Series B Sub 01,2009 Deployed Instrument Count,3
PREST,B,01,PREST Series B Sub 01,Alternate Instrument Class Name,Tidal Seafloor Pressure
PREST,B,01,PREST Series B Sub 01,CE Spares,
PREST,B,01,PREST Series B Sub 01,CGSN MREFC Spares,
PREST,B,01,PREST Series B Sub 01,CGSN O&M Spares,
PREST,B,01,PREST Series B Sub 01,CGSN P/N,
PREST,B,01,PREST Series B Sub 01,ClassLongName,pressure_SF_tidal
PREST,B,01,PREST Series B Sub 01,Comments,
PREST,B,01,PREST Series B Sub 01,CP Spares,
PREST,B,01,PREST Series B Sub 01,Description,Measures tidal pressure on the seafloor to mm scale
PREST,B,01,PREST Series B Sub 01,ECRs that changed the count,
PREST,B,01,PREST Series B Sub 01,Global Spares,
PREST,B,01,PREST Series B Sub 01,Instrument Configuration,
PREST,B,01,PREST Series B Sub 01,Link to the Specification,
PREST,B,01,PREST Series B Sub 01,Notes,
PREST,B,01,PREST Series B Sub 01,PrimaryScienceDiscipline,P
PREST,B,01,PREST Series B Sub 01,Produces Acoustic Interference,
PREST,B,01,PREST Series B Sub 01,Ready for 2013?,
PREST,B,01,PREST Series B Sub 01,RSN O&M Spares,
PREST,B,01,PREST Series B Sub 01,RSN Part Number,
PREST,B,01,PREST Series B Sub 01,Susceptible to Acoustic Interference,
PREST,B,01,PREST Series B Sub 01,"Vendor CLIN, SubCLIN or Model #",
RASFL,A,01,RASFL Series A Sub 01,2009 Baseline Price*,
RASFL,A,01,RASFL Series A Sub 01,2009 Deployed Instrument Count,1
RASFL,A,01,RASFL Series A Sub 01,Alternate Instrument Class Name,Hydrothermal Vent Fluid Interactive Sampler
RASFL,A,01,RASFL Series A Sub 01,CE Spares,
RASFL,A,01,RASFL Series A Sub 01,CGSN MREFC Spares,
RASFL,A,01,RASFL Series A Sub 01,CGSN O&M Spares,
RASFL,A,01,RASFL Series A Sub 01,CGSN P/N,
RASFL,A,01,RASFL Series A Sub 01,ClassLongName,watersample_chem_trace_H2S_pH
RASFL,A,01,RASFL Series A Sub 01,Comments,
RASFL,A,01,RASFL Series A Sub 01,CP Spares,
RASFL,A,01,RASFL Series A Sub 01,Description,"Used for measuring major/trace element chemistry, temperature, H2S, pH"
RASFL,A,01,RASFL Series A Sub 01,ECRs that changed the count,
RASFL,A,01,RASFL Series A Sub 01,Global Spares,
RASFL,A,01,RASFL Series A Sub 01,Instrument Configuration,
RASFL,A,01,RASFL Series A Sub 01,Link to the Specification,
RASFL,A,01,RASFL Series A Sub 01,Notes,
RASFL,A,01,RASFL Series A Sub 01,PrimaryScienceDiscipline,C
RASFL,A,01,RASFL Series A Sub 01,Produces Acoustic Interference,
RASFL,A,01,RASFL Series A Sub 01,Ready for 2013?,
RASFL,A,01,RASFL Series A Sub 01,RSN O&M Spares,1
RASFL,A,01,RASFL Series A Sub 01,RSN Part Number,4830-58340
RASFL,A,01,RASFL Series A Sub 01,Susceptible to Acoustic Interference,
RASFL,A,01,RASFL Series A Sub 01,"Vendor CLIN, SubCLIN or Model #",
SPKIR,A,01,SPKIR Series A Sub 01,2009 Baseline Price*,"$11,080.00"
SPKIR,A,01,SPKIR Series A Sub 01,2009 Deployed Instrument Count,22
SPKIR,A,01,SPKIR Series A Sub 01,Alternate Instrument Class Name,Spectral Irradiance
SPKIR,A,01,SPKIR Series A Sub 01,CE Spares,
SPKIR,A,01,SPKIR Series A Sub 01,CGSN MREFC Spares,
SPKIR,A,01,SPKIR Series A Sub 01,CGSN O&M Spares,
SPKIR,A,01,SPKIR Series A Sub 01,CGSN P/N,
SPKIR,A,01,SPKIR Series A Sub 01,ClassLongName,spectral_irradiance
SPKIR,A,01,SPKIR Series A Sub 01,Comments,
SPKIR,A,01,SPKIR Series A Sub 01,CP Spares,
SPKIR,A,01,SPKIR Series A Sub 01,Description,Measures downwelling spectral irradiance
SPKIR,A,01,SPKIR Series A Sub 01,ECRs that changed the count,
SPKIR,A,01,SPKIR Series A Sub 01,Global Spares,
SPKIR,A,01,SPKIR Series A Sub 01,Instrument Configuration,Satlantic OCR507 ICSW
SPKIR,A,01,SPKIR Series A Sub 01,Link to the Specification,
SPKIR,A,01,SPKIR Series A Sub 01,Notes,
SPKIR,A,01,SPKIR Series A Sub 01,PrimaryScienceDiscipline,P
SPKIR,A,01,SPKIR Series A Sub 01,Produces Acoustic Interference,
SPKIR,A,01,SPKIR Series A Sub 01,Ready for 2013?,
SPKIR,A,01,SPKIR Series A Sub 01,RSN O&M Spares,1
SPKIR,A,01,SPKIR Series A Sub 01,RSN Part Number,4830-58341
SPKIR,A,01,SPKIR Series A Sub 01,Susceptible to Acoustic Interference,
SPKIR,A,01,SPKIR Series A Sub 01,"Vendor CLIN, SubCLIN or Model #",
SPKIR,B,01,SPKIR Series B Sub 01,2009 Baseline Price*,"$11,080.00"
SPKIR,B,01,SPKIR Series B Sub 01,2009 Deployed Instrument Count,22
SPKIR,B,01,SPKIR Series B Sub 01,Alternate Instrument Class Name,Spectral Irradiance
SPKIR,B,01,SPKIR Series B Sub 01,CE Spares,2
SPKIR,B,01,SPKIR Series B Sub 01,CGSN MREFC Spares,1
SPKIR,B,01,SPKIR Series B Sub 01,CGSN O&M Spares,2
SPKIR,B,01,SPKIR Series B Sub 01,CGSN P/N,1336-00006-00002
SPKIR,B,01,SPKIR Series B Sub 01,ClassLongName,spectral_irradiance
SPKIR,B,01,SPKIR Series B Sub 01,Comments,
SPKIR,B,01,SPKIR Series B Sub 01,CP Spares,1
SPKIR,B,01,SPKIR Series B Sub 01,Description,Measures downwelling spectral irradiance
SPKIR,B,01,SPKIR Series B Sub 01,ECRs that changed the count,
SPKIR,B,01,SPKIR Series B Sub 01,Global Spares,
SPKIR,B,01,SPKIR Series B Sub 01,Instrument Configuration,Satlantic OCR507 ICSW
SPKIR,B,01,SPKIR Series B Sub 01,Link to the Specification,
SPKIR,B,01,SPKIR Series B Sub 01,Notes,
SPKIR,B,01,SPKIR Series B Sub 01,PrimaryScienceDiscipline,P
SPKIR,B,01,SPKIR Series B Sub 01,Produces Acoustic Interference,
SPKIR,B,01,SPKIR Series B Sub 01,Ready for 2013?,
SPKIR,B,01,SPKIR Series B Sub 01,RSN O&M Spares,
SPKIR,B,01,SPKIR Series B Sub 01,RSN Part Number,
SPKIR,B,01,SPKIR Series B Sub 01,Susceptible to Acoustic Interference,
SPKIR,B,01,SPKIR Series B Sub 01,"Vendor CLIN, SubCLIN or Model #",
SPKIR,J,01,SPKIR Series J Sub 01,2009 Baseline Price*,"$11,080.00"
SPKIR,J,01,SPKIR Series J Sub 01,2009 Deployed Instrument Count,22
SPKIR,J,01,SPKIR Series J Sub 01,Alternate Instrument Class Name,Spectral Irradiance
SPKIR,J,01,SPKIR Series J Sub 01,CE Spares,
SPKIR,J,01,SPKIR Series J Sub 01,CGSN MREFC Spares,
SPKIR,J,01,SPKIR Series J Sub 01,CGSN O&M Spares,
SPKIR,J,01,SPKIR Series J Sub 01,CGSN P/N,
SPKIR,J,01,SPKIR Series J Sub 01,ClassLongName,spectral_irradiance
SPKIR,J,01,SPKIR Series J Sub 01,Comments,
SPKIR,J,01,SPKIR Series J Sub 01,CP Spares,
SPKIR,J,01,SPKIR Series J Sub 01,Description,Measures downwelling spectral irradiance
SPKIR,J,01,SPKIR Series J Sub 01,ECRs that changed the count,
SPKIR,J,01,SPKIR Series J Sub 01,Global Spares,
SPKIR,J,01,SPKIR Series J Sub 01,Instrument Configuration,
SPKIR,J,01,SPKIR Series J Sub 01,Link to the Specification,
SPKIR,J,01,SPKIR Series J Sub 01,Notes,
SPKIR,J,01,SPKIR Series J Sub 01,PrimaryScienceDiscipline,P
SPKIR,J,01,SPKIR Series J Sub 01,Produces Acoustic Interference,
SPKIR,J,01,SPKIR Series J Sub 01,Ready for 2013?,
SPKIR,J,01,SPKIR Series J Sub 01,RSN O&M Spares,
SPKIR,J,01,SPKIR Series J Sub 01,RSN Part Number,
SPKIR,J,01,SPKIR Series J Sub 01,Susceptible to Acoustic Interference,
SPKIR,J,01,SPKIR Series J Sub 01,"Vendor CLIN, SubCLIN or Model #",
SPKIR,O,01,SPKIR Series O Subseries 01,2009 Baseline Price*,"$11,080.00"
SPKIR,O,01,SPKIR Series O Subseries 01,2009 Deployed Instrument Count,22
SPKIR,O,01,SPKIR Series O Subseries 01,Alternate Instrument Class Name,Spectral Irradiance
SPKIR,O,01,SPKIR Series O Subseries 01,CE Spares,
SPKIR,O,01,SPKIR Series O Subseries 01,CGSN MREFC Spares,
SPKIR,O,01,SPKIR Series O Subseries 01,CGSN O&M Spares,
SPKIR,O,01,SPKIR Series O Subseries 01,CGSN P/N,
SPKIR,O,01,SPKIR Series O Subseries 01,ClassLongName,spectral_irradiance
SPKIR,O,01,SPKIR Series O Subseries 01,Comments,
SPKIR,O,01,SPKIR Series O Subseries 01,CP Spares,
SPKIR,O,01,SPKIR Series O Subseries 01,Description,Measures downwelling spectral irradiance
SPKIR,O,01,SPKIR Series O Subseries 01,ECRs that changed the count,
SPKIR,O,01,SPKIR Series O Subseries 01,Global Spares,
SPKIR,O,01,SPKIR Series O Subseries 01,Instrument Configuration,
SPKIR,O,01,SPKIR Series O Subseries 01,Link to the Specification,
SPKIR,O,01,SPKIR Series O Subseries 01,Notes,
SPKIR,O,01,SPKIR Series O Subseries 01,PrimaryScienceDiscipline,P
SPKIR,O,01,SPKIR Series O Subseries 01,Produces Acoustic Interference,
SPKIR,O,01,SPKIR Series O Subseries 01,Ready for 2013?,
SPKIR,O,01,SPKIR Series O Subseries 01,RSN O&M Spares,
SPKIR,O,01,SPKIR Series O Subseries 01,RSN Part Number,
SPKIR,O,01,SPKIR Series O Subseries 01,Susceptible to Acoustic Interference,
SPKIR,O,01,SPKIR Series O Subseries 01,"Vendor CLIN, SubCLIN or Model #",
THSPH,A,01,THSPH Series A Sub 01,2009 Baseline Price*,
THSPH,A,01,THSPH Series A Sub 01,2009 Deployed Instrument Count,1
THSPH,A,01,THSPH Series A Sub 01,Alternate Instrument Class Name,Hydrothermal Vent Fluid In-situ Chemistry
THSPH,A,01,THSPH Series A Sub 01,CE Spares,
THSPH,A,01,THSPH Series A Sub 01,CGSN MREFC Spares,
THSPH,A,01,THSPH Series A Sub 01,CGSN O&M Spares,
THSPH,A,01,THSPH Series A Sub 01,CGSN P/N,
THSPH,A,01,THSPH Series A Sub 01,ClassLongName,Temp_H2_H2S_pH
THSPH,A,01,THSPH Series A Sub 01,Comments,
THSPH,A,01,THSPH Series A Sub 01,CP Spares,
THSPH,A,01,THSPH Series A Sub 01,Description,"Measures hydrothermal vent fluid temperature, hydrogen, hydrogen sulfide and pH"
THSPH,A,01,THSPH Series A Sub 01,ECRs that changed the count,
THSPH,A,01,THSPH Series A Sub 01,Global Spares,
THSPH,A,01,THSPH Series A Sub 01,Instrument Configuration,
THSPH,A,01,THSPH Series A Sub 01,Link to the Specification,
THSPH,A,01,THSPH Series A Sub 01,Notes,
THSPH,A,01,THSPH Series A Sub 01,PrimaryScienceDiscipline,C
THSPH,A,01,THSPH Series A Sub 01,Produces Acoustic Interference,
THSPH,A,01,THSPH Series A Sub 01,Ready for 2013?,No. Waiver 1304-00289
THSPH,A,01,THSPH Series A Sub 01,RSN O&M Spares,1
THSPH,A,01,THSPH Series A Sub 01,RSN Part Number,4830-58342
THSPH,A,01,THSPH Series A Sub 01,Susceptible to Acoustic Interference,
THSPH,A,01,THSPH Series A Sub 01,"Vendor CLIN, SubCLIN or Model #",
TMPSF,A,01,TMPSF Series A Sub 01,2009 Baseline Price*,
TMPSF,A,01,TMPSF Series A Sub 01,2009 Deployed Instrument Count,1
TMPSF,A,01,TMPSF Series A Sub 01,Alternate Instrument Class Name,Diffuse Vent Fluid 3-D Temperature Array
TMPSF,A,01,TMPSF Series A Sub 01,CE Spares,
TMPSF,A,01,TMPSF Series A Sub 01,CGSN MREFC Spares,
TMPSF,A,01,TMPSF Series A Sub 01,CGSN O&M Spares,
TMPSF,A,01,TMPSF Series A Sub 01,CGSN P/N,
TMPSF,A,01,TMPSF Series A Sub 01,ClassLongName,Temperature_seafloor
TMPSF,A,01,TMPSF Series A Sub 01,Comments,
TMPSF,A,01,TMPSF Series A Sub 01,CP Spares,
TMPSF,A,01,TMPSF Series A Sub 01,Description,Measures temperatures of diffuse flow across the seafloor
TMPSF,A,01,TMPSF Series A Sub 01,ECRs that changed the count,
TMPSF,A,01,TMPSF Series A Sub 01,Global Spares,
TMPSF,A,01,TMPSF Series A Sub 01,Instrument Configuration,
TMPSF,A,01,TMPSF Series A Sub 01,Link to the Specification,
TMPSF,A,01,TMPSF Series A Sub 01,Notes,
TMPSF,A,01,TMPSF Series A Sub 01,PrimaryScienceDiscipline,P
TMPSF,A,01,TMPSF Series A Sub 01,Produces Acoustic Interference,
TMPSF,A,01,TMPSF Series A Sub 01,Ready for 2013?,
TMPSF,A,01,TMPSF Series A Sub 01,RSN O&M Spares,1
TMPSF,A,01,TMPSF Series A Sub 01,RSN Part Number,4830-58343
TMPSF,A,01,TMPSF Series A Sub 01,Susceptible to Acoustic Interference,
TMPSF,A,01,TMPSF Series A Sub 01,"Vendor CLIN, SubCLIN or Model #",
TRHPH,A,01,TRHPH Series A Sub 01,2009 Baseline Price*,
TRHPH,A,01,TRHPH Series A Sub 01,2009 Deployed Instrument Count,1
TRHPH,A,01,TRHPH Series A Sub 01,Alternate Instrument Class Name,Hydrothermal Vent Fluid Temperature and Resistivity
TRHPH,A,01,TRHPH Series A Sub 01,CE Spares,
TRHPH,A,01,TRHPH Series A Sub 01,CGSN MREFC Spares,
TRHPH,A,01,TRHPH Series A Sub 01,CGSN O&M Spares,
TRHPH,A,01,TRHPH Series A Sub 01,CGSN P/N,
TRHPH,A,01,TRHPH Series A Sub 01,ClassLongName,Temp_resist
TRHPH,A,01,TRHPH Series A Sub 01,Comments,Measures temperature and resistivity in high temperature vent fluids as proxy for chloride concentration (with options for Eh and Hydrogen)
TRHPH,A,01,TRHPH Series A Sub 01,CP Spares,
TRHPH,A,01,TRHPH Series A Sub 01,Description,"Measures hydrothermal vent fluid temperature, resistivity, and eH"
TRHPH,A,01,TRHPH Series A Sub 01,ECRs that changed the count,
TRHPH,A,01,TRHPH Series A Sub 01,Global Spares,
TRHPH,A,01,TRHPH Series A Sub 01,Instrument Configuration,Benthic and Resistivity Sensors (BARS)
TRHPH,A,01,TRHPH Series A Sub 01,Link to the Specification,
TRHPH,A,01,TRHPH Series A Sub 01,Notes,
TRHPH,A,01,TRHPH Series A Sub 01,PrimaryScienceDiscipline,G
TRHPH,A,01,TRHPH Series A Sub 01,Produces Acoustic Interference,
TRHPH,A,01,TRHPH Series A Sub 01,Ready for 2013?,
TRHPH,A,01,TRHPH Series A Sub 01,RSN O&M Spares,1
TRHPH,A,01,TRHPH Series A Sub 01,RSN Part Number,4830-67653
TRHPH,A,01,TRHPH Series A Sub 01,Susceptible to Acoustic Interference,
TRHPH,A,01,TRHPH Series A Sub 01,"Vendor CLIN, SubCLIN or Model #",
VADCP,A,01,VADCP Series A Sub 01,2009 Baseline Price*,
VADCP,A,01,VADCP Series A Sub 01,2009 Deployed Instrument Count,2
VADCP,A,01,VADCP Series A Sub 01,Alternate Instrument Class Name,"5-Beam, 600 kHz Acoustic Doppler Current Profiler (= 50 m range)"
VADCP,A,01,VADCP Series A Sub 01,CE Spares,
VADCP,A,01,VADCP Series A Sub 01,CGSN MREFC Spares,
VADCP,A,01,VADCP Series A Sub 01,CGSN O&M Spares,
VADCP,A,01,VADCP Series A Sub 01,CGSN P/N,
VADCP,A,01,VADCP Series A Sub 01,ClassLongName,Velocity_profile_50m_turb
VADCP,A,01,VADCP Series A Sub 01,Comments,Measures water velocity profiles over a range of ~50m
VADCP,A,01,VADCP Series A Sub 01,CP Spares,
VADCP,A,01,VADCP Series A Sub 01,Description,"3-D (U,V,W) velocity profile at resolutions that are appropriate to estimate turbulence parameters"
VADCP,A,01,VADCP Series A Sub 01,ECRs that changed the count,
VADCP,A,01,VADCP Series A Sub 01,Global Spares,
VADCP,A,01,VADCP Series A Sub 01,Instrument Configuration,[600 kHz 5 Beam Workhorse ADCP (custom based on WH Sentinel)|http://www.rdinstruments.com/sen.aspx]
VADCP,A,01,VADCP Series A Sub 01,Link to the Specification,
VADCP,A,01,VADCP Series A Sub 01,Notes,
VADCP,A,01,VADCP Series A Sub 01,PrimaryScienceDiscipline,P
VADCP,A,01,VADCP Series A Sub 01,Produces Acoustic Interference,
VADCP,A,01,VADCP Series A Sub 01,Ready for 2013?,
VADCP,A,01,VADCP Series A Sub 01,RSN O&M Spares,1
VADCP,A,01,VADCP Series A Sub 01,RSN Part Number,4830-58345
VADCP,A,01,VADCP Series A Sub 01,Susceptible to Acoustic Interference,
VADCP,A,01,VADCP Series A Sub 01,"Vendor CLIN, SubCLIN or Model #",
VEL3D,A,01,VEL3D Series A Sub 01,2009 Baseline Price*,"$10,805.00"
VEL3D,A,01,VEL3D Series A Sub 01,2009 Deployed Instrument Count,33
VEL3D,A,01,VEL3D Series A Sub 01,Alternate Instrument Class Name,3-D Single Point Velocity Meter
VEL3D,A,01,VEL3D Series A Sub 01,CE Spares,
VEL3D,A,01,VEL3D Series A Sub 01,CGSN MREFC Spares,
VEL3D,A,01,VEL3D Series A Sub 01,CGSN O&M Spares,
VEL3D,A,01,VEL3D Series A Sub 01,CGSN P/N,
VEL3D,A,01,VEL3D Series A Sub 01,ClassLongName,Velocity_point_3D_turb
VEL3D,A,01,VEL3D Series A Sub 01,Comments,MAVS with custom 90° mast
